Rank,Name,TM,PSN,Points,Games Played,PPG
42,Cooper Kupp,LAR,WR,204.1,15,13.6
43,Julian Edelman,NE,WR,202.2,15,13.5
44,Travis Kelce,KC,TE,201.9,15,13.5
45,Andy Dalton,CIN,QB,199.4,12,16.6
46,Mike Evans,TB,WR,199.2,13,15.3
47,Saquon Barkley,NYG,RB,198.9,12,16.6
48,Amari Cooper,DAL,WR,195.2,15,13
49,Allen Robinson,CHI,WR,194.1,15,12.9
50,Todd Gurley,LAR,RB,194,14,13.9
51,DeVante Parker,MIA,WR,192.5,15,12.8
52,Sam Darnold,NYJ,QB,191.3,12,15.9
53,Keenan Allen,LAC,WR,190.8,15,12.7
54,Alvin Kamara,NO,RB,189.3,13,14.6
55,Miles Sanders,PHI,RB,187.1,15,12.5
56,D.J. Moore,CAR,WR,187,15,12.5
57,D.J. Chark,JAC,WR,183.9,14,13.1
58,John Brown,BUF,WR,183.8,15,12.3
59,Kyle Allen,CAR,QB,182.1,13,14
60,Josh Jacobs,OAK,RB,181.6,13,14
61,Jarvis Landry,CLE,WR,180.7,15,12.1
62,Stefon Diggs,MIN,WR,180.6,15,12
63,Tyler Lockett,SEA,WR,180.1,15,12
64,Courtland Sutton,DEN,WR,179.2,15,12
65,Joe Mixon,CIN,RB,177.8,15,11.9
66,Mark Andrews,BAL,TE,175.2,15,11.7
67,Phillip Lindsay,DEN,RB,174.9,15,11.7
68,Kenyan Drake,Multi,RB,173.4,13,13.3
69,Le'Veon Bell,NYJ,RB,171.8,14,12.3
70,Zach Ertz,PHI,TE,171.6,15,11.4
71,Matthew Stafford,DET,QB,171.5,8,21.4
72,Robert Woods,LAR,WR,170.8,14,12.2
73,A.J. Brown,TEN,WR,170.7,15,11.4
74,Tyler Boyd,CIN,WR,169.5,15,11.3
75,George Kittle,SF,TE,167.2,13,12.9
76,Pittsburgh Steelers,PIT,DST,166,15,11.1
77,Calvin Ridley,ATL,WR,165.5,13,12.7
78,Marvin Jones,DET,WR,162.9,13,12.5
78,Terry McLaurin,WAS,WR,162.9,14,11.6
80,Darren Waller,OAK,TE,162.3,15,10.8
81,San Francisco 49ers,SF,DST,162,15,10.8
82,Devonta Freeman,ATL,RB,159.8,13,12.3
83,Harrison Butker,KC,K,158,15,10.5
84,Wil Lutz,NO,K,157,15,10.5
85,James White,NE,RB,155,14,11.1
86,Marlon Mack,IND,RB,154.6,13,11.9
87,Emmanuel Sanders,Multi,WR,153.3,16,9.6
88,Davante Adams,GB,WR,152.4,11,13.9
89,Cole Beasley,BUF,WR,151.3,15,10.1
90,Tyreek Hill,KC,WR,151.2,11,13.8
91,Michael Gallup,DAL,WR,149.4,13,11.5
92,Odell Beckham,CLE,WR,148.7,15,9.9
93,Carlos Hyde,HOU,RB,146.9,15,9.8
94,Austin Hooper,ATL,TE,146.2,12,12.2
95,Matt Gay,TB,K,143,15,9.5
96,Curtis Samuel,CAR,WR,142.4,15,9.5
97,Jamison Crowder,NYJ,WR,142.1,15,9.5
98,D.K. Metcalf,SEA,WR,141,15,9.4
99,David Montgomery,CHI,RB,140.6,15,9.4
100,Ronald Jones,TB,RB,140.2,15,9.4
101,Darius Slayton,NYG,WR,139,13,10.7
102,Melvin Gordon,LAC,RB,138.6,11,12.6
102,Deebo Samuel,SF,WR,138.6,14,9.9
104,Raheem Mostert,SF,RB,138.4,15,9.2
105,Justin Tucker,BAL,K,136,15,9.1
105,Minnesota Vikings,MIN,DST,136,15,9.1
105,Baltimore Ravens,BAL,DST,136,15,9.1
108,Los Angeles Rams,LAR,DST,135,15,9
109,Jared Cook,NO,TE,134.6,13,10.4
110,Devin Singletary,BUF,RB,133.4,12,11.1
110,Larry Fitzgerald,ARI,WR,133.4,15,8.9
112,Sony Michel,NE,RB,133.2,15,8.9
113,Robby Anderson,NYJ,WR,133,15,8.9
114,Adrian Peterson,WAS,RB,132.2,15,8.8
114,Latavius Murray,NO,RB,132.2,15,8.8
116,Mike Williams,LAC,WR,132,14,9.4
117,Zane Gonzalez,ARI,K,130,15,8.7
118,Kansas City Chiefs,KC,DST,129,15,8.6
119,James Conner,PIT,RB,128.5,10,12.9
120,Chris Conley,JAC,WR,127.7,15,8.5
121,Jamaal Williams,GB,RB,126.8,14,9.1
122,Diontae Johnson,PIT,WR,126.2,15,8.4
123,Joey Slye,CAR,K,126,15,8.4
124,Christian Kirk,ARI,WR,124.1,12,10.3
125,Tennessee Titans,TEN,DST,124,15,8.3
126,David Johnson,ARI,RB,123.5,13,9.5
127,New York Jets,NYJ,DST,123,15,8.2
128,Tevin Coleman,SF,RB,122.6,13,9.4
129,Tyrell Williams,OAK,WR,122.1,13,9.4
130,Matt Prater,DET,K,122,15,8.1
130,Chris Boswell,PIT,K,122,15,8.1
130,Buffalo Bills,BUF,DST,122,15,8.1
133,Greg Zuerlein,LAR,K,121,15,8.1
134,Marquise Brown,BAL,WR,120.9,13,9.3
135,Tampa Bay Buccaneers,TB,DST,120,15,8
136,Royce Freeman,DEN,RB,119.8,15,8
137,Dan Bailey,MIN,K,119,15,7.9
138,Josh Lambo,JAC,K,118,15,7.9
139,Duke Johnson,HOU,RB,117.8,15,7.9
140,Mason Rudolph,PIT,QB,117.8,10,11.8
141,Brandon McManus,DEN,K,117,15,7.8
141,New Orleans Saints,NO,DST,117,15,7.8
143,Randall Cobb,DAL,WR,116.8,14,8.3
144,Seattle Seahawks,SEA,DST,116,15,7.7
145,Jason Myers,SEA,K,114,15,7.6
146,Tarik Cohen,CHI,RB,113.5,15,7.6
147,Zach Pascal,IND,WR,112.9,15,7.5
148,Golden Tate,NYG,WR,112.4,10,11.2
149,James Washington,PIT,WR,111.5,14,8
150,Sammy Watkins,KC,WR,111.2,13,8.6
151,Hunter Henry,LAC,TE,110,11,10
152,Austin Seibert,CLE,K,110,15,7.3
152,Indianapolis Colts,IND,DST,110,15,7.3
154,Will Fuller,HOU,WR,109.5,11,10
155,Ka'imi Fairbairn,HOU,K,108,15,7.2
156,Tyler Higbee,LAR,TE,107.5,14,7.7
157,Dallas Goedert,PHI,TE,107.2,14,7.7
158,Robbie Gould,SF,K,107,12,8.9
159,Sterling Shepard,NYG,WR,106.9,9,11.9
160,Jason Sanders,MIA,K,106.6,15,7.1
161,Jordan Howard,PHI,RB,106.4,9,11.8
162,Randy Bullock,CIN,K,106,15,7.1
163,Dede Westbrook,JAC,WR,105,14,7.5
163,Brett Maher,DAL,K,105,13,8.1
165,LeSean McCoy,KC,RB,104.6,13,8.1
166,Jason Witten,DAL,TE,104,15,6.9
166,Green Bay Packers,GB,DST,104,15,6.9
168,Peyton Barber,TB,RB,104,15,6.9
169,Mason Crosby,GB,K,103,15,6.9
170,Danny Amendola,DET,WR,102.2,14,7.3
171,Stephen Hauschka,BUF,K,101,15,6.7
172,Alshon Jeffery,PHI,WR,100.7,10,10.1
173,Anthony Miller,CHI,WR,100.5,15,6.7
174,Kenny Stills,HOU,WR,100.1,13,7.7
175,Philadelphia Eagles,PHI,DST,100,15,6.7
176,Adam Thielen,MIN,WR,99.4,10,9.9
177,Mike Gesicki,MIA,TE,99.1,15,6.6
178,Breshad Perriman,TB,WR,98.2,13,7.6
179,Case Keenum,WAS,QB,97.2,9,10.8
180,Dustin Hopkins,WAS,K,97,15,6.5
180,Jake Elliott,PHI,K,97,15,6.5
180,Mecole Hardman,KC,WR,97,15,6.5
183,Damien Williams,KC,RB,96.7,10,9.7
184,Greg Olsen,CAR,TE,95.5,13,7.4
185,Kyle Rudolph,MIN,TE,94.2,15,6.3
186,Houston Texans,HOU,DST,94,15,6.3
186,Denver Broncos,DEN,DST,94,15,6.3
186,Carolina Panthers,CAR,DST,94,15,6.3
189,T.Y. Hilton,IND,WR,93.9,9,10.4
190,Darren Fells,HOU,TE,93.1,15,6.2
191,Teddy Bridgewater,NO,QB,92.2,9,10.2
191,Matt Breida,SF,RB,92.2,12,7.7
193,Dallas Cowboys,DAL,DST,92,15,6.1
194,Brandin Cooks,LAR,WR,91,13,7
195,JuJu Smith-Schuster,PIT,WR,90.6,11,8.2
196,Noah Fant,DEN,TE,90.1,15,6
197,Eddy Pineiro,CHI,K,90,15,6
198,Joe Flacco,DEN,QB,89.9,8,11.2
199,Hunter Renfrow,OAK,WR,89.8,12,7.5
200,Mohamed Sanu,Multi,WR,89.6,14,6.4
201,Jack Doyle,IND,TE,89.2,15,6
202,Nyheim Hines,IND,RB,88.8,15,5.9
203,Daniel Carlson,OAK,K,88,15,5.9
204,Evan Engram,NYG,TE,87.4,8,10.9
205,Corey Davis,TEN,WR,87.2,14,6.2
206,Chicago Bears,CHI,DST,87,15,5.8
207,DeAndre Washington,OAK,RB,86.7,15,5.8
208,Jonnu Smith,TEN,TE,86.5,15,5.8
209,Marcus Mariota,TEN,QB,86.1,6,14.4
210,Sam Ficken,NYJ,K,85,14,6.1
210,Cleveland Browns,CLE,DST,85,15,5.7
210,Washington Football Team,WAS,DST,85,15,5.7
210,Jacksonville Jaguars,JAC,DST,85,15,5.7
214,Dwayne Haskins,WAS,QB,83.7,9,9.3
215,New York Giants,NYG,DST,83,15,5.5
216,Kendrick Bourne,SF,WR,82.8,15,5.5
217,Frank Gore,BUF,RB,82.7,15,5.5
218,Rex Burkhead,NE,RB,81.7,12,6.8
219,Auden Tate,CIN,WR,81.5,13,6.3
220,Taysom Hill,NO,QB,81.3,15,5.4
221,Ryan Griffin,NYJ,TE,81,13,6.2
221,Chase McLaughlin,Multi,K,81,10,8.1
223,Phillip Dorsett,NE,WR,80.8,13,6.2
224,Tyler Eifert,CIN,TE,80.7,15,5.4
225,Adam Vinatieri,IND,K,80,12,6.7
226,Jaylen Samuels,PIT,RB,79.8,13,6.1
227,Kareem Hunt,CLE,RB,77.8,8,9.7
228,Gus Edwards,BAL,RB,77.4,15,5.2
229,Chase Edmonds,ARI,RB,76.9,12,6.4
230,Steven Sims,WAS,WR,76.5,15,5.1
231,John Ross,CIN,WR,76,7,10.9
231,Atlanta Falcons,ATL,DST,76,15,5.1
231,Demarcus Robinson,KC,WR,76,15,5.1
234,Willie Snead,BAL,WR,75.9,15,5.1
235,Taylor Gabriel,CHI,WR,75.8,9,8.4
236,Los Angeles Chargers,LAC,DST,75,15,5
236,Younghoe Koo,Multi,K,75,7,10.7
238,Jimmy Graham,GB,TE,74.8,15,5
238,Preston Williams,MIA,WR,74.8,8,9.4
240,Tony Pollard,DAL,RB,74.7,14,5.3
241,Nelson Agholor,PHI,WR,74.5,11,6.8
242,Alex Erickson,CIN,WR,72.1,15,4.8
243,Gerald Everett,LAR,TE,71.3,12,5.9
243,Rashaad Penny,SEA,RB,71.3,10,7.1
245,Eric Ebron,IND,TE,71,11,6.5
246,Chris Thompson,WAS,RB,71,10,7.1
247,Allen Lazard,GB,WR,70.4,15,4.7
248,Blake Jarwin,DAL,TE,70,15,4.7
249,Ted Ginn,NO,WR,69.4,15,4.6
250,Jacob Hollister,SEA,TE,68.9,10,6.9
251,Kerryon Johnson,DET,RB,68.7,7,9.8
252,Marquez Valdes-Scantling,GB,WR,68.2,15,4.6
